"OBJECTID","Join_Count","TARGET_FID","ISO","NAME_0","NAME_1","HASC_1","TYPE_1","ENGTYPE_1","Region","Area","year_sur","level_sur","poor_ppp55","sh_b40","sh_t60","Violence","Dis_risk","Pop","Pop_dens","VIIRS","VIIRS_dens","CountryCode","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y13","y15","y16","y17","y18","y20","y21","y22","y23","y24","y25","y26","y27","y30","y31","y32","y33","y34","y35","y36","y40","y41","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y59","y60","y61","y69","y70","y71","y72","y73","y74","y75","y82","y83","y84","y85","y86","y87","y88","y89","y92","y102","y104","y106","y108","y109","y110","y111","y112","y113","y114","y115","y116","y117","y118","y119","y120","y121","y122","y123","y124","y125","y126","y127","y128","y129","y130","y131","y132","y133","y138","y149","y155","y158","y161","y162","y163","y164","y165","y166","y167","y183","y184","y185","y186","y187","y192","y194","y195","y196","y197","y198","y199","y200","y201","y202","y203","y207","y208","y209","y210","y211","y229","y230","y231","risk_perc","risk_area","bio_perc","bio_area"
21,0,25,"ARG","Argentina","Salta","AR.SA","Provincia","Province","LAC",186883.267534393,2014,"province",0.1607544,0.0153683,0.0100617,NA,0.381982888777051,1308229.26489019,7.00024824132223,103186.298903454,0.0788747826338495,"AR.SA",NA,0.030652529,NA,NA,51.99621201,16.32242393,0.158018455,65386.95703,41.90217972,2.737971783,0.265599342,0.145930007,NA,NA,NA,NA,NA,NA,0.126279861,NA,NA,NA,25.35093498,NA,NA,NA,6.965502262,NA,76436.73438,0.48983252,0.350861847,0.02568773,11608.30396,0.027000001,NA,NA,NA,NA,NA,NA,NA,NA,0,0.615853667,NA,NA,13.31033993,10173.98926,NA,446.1139713,0.000627086,3.79e-05,0.384146333,NA,NA,18.98075485,NA,1.601001896,NA,40.42547226,2.972987964,NA,NA,0.444273596,NA,87570,18942.38867,1069751.875,71117.625,229317.4844,5,NA,NA,NA,NA,NA,NA,NA,14.08520317,2.469678809,8.915825844,12.274,2.06,NA,NA,NA,1400869.625,1045043,8.024069786,6.696990013,NA,NA,NA,NA,NA,NA,0.0142575,0.053528599,0.172601998,NA,NA,NA,NA,45167.56641,28.94490814,4709.02002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.246588692,0,6.059780514,0.089539625,156046.671875,13.72945892,NA,0.001203362,0.01441461,NA,0.001359715,0.000460684,0.00352112676056338,658.039674415493,0.00541972083734325,1012.85513920481
24,0,28,"ARG","Argentina","Santa Cruz","AR.SC","Provincia","Province","LAC",561432.536365675,2014,"province",0.0242655,0.0011792,0.0059836,NA,0.0180890538033395,280448.047252126,0.499522256169106,64178.9786759987,0.228844448391902,"AR.SC",NA,0.012295422,0.006216154,NA,16.15638924,8.234722137,0.013940458,0,0,0.096612372,0.019103782,0.0338028,NA,NA,NA,NA,0.490774073,NA,0.010999495,NA,0.121420242,NA,37.3323822,NA,NA,NA,0,NA,2339.704102,0.009599507,0.012507807,0.033980269,3155.896664,2.824286699,NA,NA,NA,NA,NA,0.007809567,NA,0.506096366,0,1,NA,NA,2.426471949,56.77226257,NA,425.5793912,1.73e-05,4.18e-06,0,NA,NA,15.09172916,NA,0.448857052,0.496476725,10.63356495,1.934187471,0.008353131,0.008663468,0.200871313,NA,222194,1447.522705,129213.0781,2025.293945,8251.858398,12,0.009230613,NA,2.16763022,0.003884312,0.131867825,0.166666672,0.003884312,1.159615159,0.291387739,2.253451347,0.935,0.121,NA,0.000370377,2.81e-05,413360.625,128780,1.154212952,0.528367877,NA,NA,NA,NA,NA,NA,0.0042566,0.0059556,0.0242655,NA,NA,NA,NA,17205.23828,7.059089184,26257.32031,NA,2.716603869,0.85759891,0.547035257,NA,NA,NA,NA,NA,NA,NA,NA,0.344533682,0.017068379,7.0855826,0.538998783,243731.703125,8.229839647,1.024622281,0.00023034,0.000263793,0.057524592,0.026673958,0.001066741,0.000232828870779977,130.717703461234,0,0
26,0,30,"ARG","Argentina","Santiago del Estero","AR.SE","Provincia","Province","LAC",174752.695804022,2014,"province",0.2828358,0.0257185,0.0072299,NA,0.0733590733590734,941051.317840916,5.38504607045528,68509.6916090548,0.0728012280629273,"AR.SE",NA,0.020073811,NA,NA,65.40000153,21.66111183,0.000292967,0,0,2.061077356,0.311538892,0.134999007,NA,NA,NA,NA,NA,NA,0.235042885,NA,NA,NA,21.35640144,NA,NA,NA,10.67682552,NA,71030.17969,0.516831219,0.30206269,0.004534827,7041.093201,0.630999982,NA,NA,NA,NA,NA,NA,NA,NA,0,0.141544119,NA,NA,22.38463402,15899.8457,NA,274.4325416,0.000325085,3.24e-05,0.858455896,NA,NA,21.79699326,NA,1.196575931,NA,12.46533871,3.336435203,NA,NA,0.544719871,NA,NA,11359.48828,848130.0625,83106.23438,264981.1563,8,NA,NA,NA,NA,NA,NA,NA,20.34682846,4.870407839,8.219177246,17.264,3.962,NA,NA,NA,966886.9375,701255,6.561175346,5.102485657,NA,NA,NA,NA,NA,NA,0.0121249,0.088706002,0.282835811,NA,NA,NA,NA,1968.645386,1.432429671,3890.448975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403496206,0,0.631062556,0.00516692,137434,20.42960894,NA,0.000993378,0.007028406,NA,0.007654674,0.040755589,0.00167691447736165,293.045325551705,0,0
25,0,29,"ARG","Argentina","Santa Fe","AR.SF","Provincia","Province","LAC",179959.927901223,2014,"province",0.0932467,0.0688882,0.0849133,NA,0.243767313019391,3456066.06474448,19.2046424170688,384736.876630284,0.111322199698381,"AR.SF",NA,0.007850775,NA,NA,93.03256226,19.77191353,9.6e-05,0,0,7.138316631,0.93597466,0.673280001,NA,NA,NA,NA,NA,NA,0.630087852,NA,NA,NA,21.08778572,NA,NA,NA,12.46556568,NA,11926.10547,0.089316271,0.086458512,0.01790172,45503.70815,0.27508986,NA,NA,NA,NA,NA,NA,NA,NA,0,0.330695301,NA,NA,4.976386547,593.4891357,NA,204.1062009,0.002868214,0.000152605,0.669304669,NA,NA,8.982707024,NA,1.42889145,NA,53.30563736,6.938891583,NA,NA,0.560622716,NA,NA,38188.07813,2322445,107171.9609,314593.25,6,NA,NA,NA,NA,NA,NA,NA,29.17933655,6.059250096,8.247836113,24.762,4.759,NA,NA,NA,3443403.75,2547338,24.58197784,19.07736969,NA,NA,NA,NA,NA,NA,0.0113191,0.031766199,0.093246698,NA,NA,NA,NA,5375.969727,4.026138783,9638.758789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138446614,0,1.319962465,0.001114549,133526.6875,21.39757709,NA,0.004855152,0.036926106,NA,0.032190233,0.08884947,0.0159779614325069,2875.3927873989,0.00386189727672409,694.986755480335
22,0,26,"ARG","Argentina","San Juan","AR.SJ","Provincia","Province","LAC",119656.111401498,2014,"province",0.170772,0.0248407,0.0143876,NA,0.0699417152373022,732100.694379049,6.1183727751484,81813.9013113156,0.111752252032363,"AR.SJ",NA,0.000512701,NA,NA,16.96470642,10.77254868,0.21460335,2977.68042,3.361846447,2.10091114,0.191962205,0.201563001,NA,NA,NA,NA,NA,NA,0.020679893,NA,NA,NA,36.00400925,NA,NA,NA,2.021009207,NA,105.4616013,0.001190677,9.54e-05,0.019878419,7970.334377,9.859560013,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,4.408811569,NA,494.5159477,0.000491107,5.41e-05,0,NA,NA,10.85939884,NA,0.538781019,NA,15.94580746,1.994707302,NA,NA,0.152374695,NA,NA,13776.60352,598569,41245.14063,125513.9219,3,NA,NA,NA,NA,NA,NA,NA,8.39154911,0.712064248,7.83581543,7.153,0.613,NA,NA,NA,766925.8125,535902,7.912672043,6.050414562,NA,NA,NA,NA,NA,NA,0.0187442,0.056117401,0.170772001,NA,NA,NA,NA,21745.90625,24.55145645,4816.01123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437039822,0.004296459,2.173001623,0.300802171,88572.7734375,6.99750416,NA,0.002100511,0.205990121,NA,0.000493856,1.02e-05,0.00166251039068994,198.929528513716,0,0
23,0,27,"ARG","Argentina","San Luis","AR.SL","Provincia","Province","LAC",109590.139871689,2014,"province",0.1020454,0.0087365,0.0070513,NA,0.0303030303030303,464593.066708476,4.2393692284035,70257.6065838449,0.1512239669903,"AR.SL",NA,0.014781216,NA,NA,56.1538887,17.27444458,0.007091004,0,0,0.590332747,0.246956107,0.157991007,NA,NA,NA,NA,NA,NA,0.208411142,NA,NA,NA,28.76759148,NA,NA,NA,4.616775036,NA,345.6433716,0.004545522,0.011496751,0.01774946,8065.751758,2.276061058,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,277.6548462,NA,211.8768276,7.81e-05,2.6e-05,0,NA,NA,16.10827065,NA,1.442748943,NA,7.011490345,3.291805402,NA,NA,0.448517239,NA,NA,2213.753906,371455.7188,8295.682617,49606.58203,NA,NA,NA,NA,NA,NA,NA,NA,4.382456779,1.308383565,6.441834927,3.63,0.949,NA,NA,NA,525666.1875,307444,5.879124641,4.043166161,NA,NA,NA,NA,NA,NA,0.0045539,0.017065,0.102045402,NA,NA,NA,NA,4388.571777,5.771368027,9679.486328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.743264616,0,1.478705706,0.008415341,76040.40625,16.97365945,NA,0.001119467,0.001904774,NA,0.001937901,0.000514265,0.00093984962406015,102.998251759398,0,0
27,0,31,"ARG","Argentina","Tierra del Fuego","AR.TF","Territorio Nacional|Provincia","National Territory","LAC",61273.7304752823,2014,"province",0.0415696,0.0015492,0.0079864,NA,0.0983213429256595,134954.643215014,2.20248778992581,23857.8507735319,0.176784215831098,"AR.TF",NA,0,0.007677632,NA,40.99848557,4.490151405,0.001209577,0,0,0.154578343,0.10569738,0.127573997,NA,NA,NA,NA,0.45196899,NA,0.046930533,NA,0.107322739,NA,31.2159214,NA,NA,NA,0,NA,7022.693848,0.336405545,0.499072075,0.073167406,888.7805563,0.667082012,NA,NA,NA,NA,NA,0.011907053,NA,0.443793255,0,NA,NA,NA,1.404368281,98.6244812,NA,521.2563486,2.42e-05,1.71e-05,NA,NA,NA,10.9766922,NA,1.384301632,0.544962064,4.829070091,1.448545916,0.00221997,0.002827385,0.519691863,NA,27791,1674.310547,46019.32031,2585.454346,6079.01123,3,0.017769591,NA,2.803945357,0.001374469,0.119807824,0.166666672,0.001374469,0.806749225,0.593192688,2.307592392,0.543,0.324,NA,NA,NA,163760.1094,56472,6.211099625,2.705157757,NA,NA,NA,NA,NA,NA,0.0114493,0.0176799,0.041569602,NA,NA,NA,NA,2171.218018,10.40070724,22277.03906,NA,2.478844018,0.817079462,0.604230092,NA,NA,NA,NA,NA,NA,NA,NA,0.312853307,0.002744913,1.093014359,0.010779389,20875.677734375,3.206812652,1.327217656,0.001316383,0.000875335,0.119196672,0.049584661,0.00234172,NA,NA,0,0
28,0,32,"ARG","Argentina","Tucum‡n","AR.TM","Provincia","Province","LAC",28326.4885409248,2014,"province",0.1213544,0.0364744,0.0266465,NA,0.772108843537415,1572968.7216184,55.5299580936708,87069.9066134542,0.0553538703070138,"AR.TM",NA,0.115076348,NA,NA,69.02870178,18.34351921,0.014188004,9617.558594,42.50063324,5.960908413,1.516369177,1.169310093,NA,NA,NA,NA,NA,NA,0.356184065,NA,NA,NA,24.43594933,NA,NA,NA,10.29459667,NA,9826.751953,0.434250712,0.321326077,0.07826566,12645.11154,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.406779647,NA,NA,11.58655548,1138.582031,NA,272.3319322,0.001424936,0.000267535,0.593220353,NA,NA,8.65037632,NA,3.00997034,NA,69.21141815,13.07037703,NA,NA,0.58765279,NA,NA,12919.76563,1221614.25,24169.11523,186522.4531,4,NA,NA,NA,NA,NA,NA,NA,43.48230743,14.88854586,7.997463226,38.093,12.743,NA,NA,NA,1584554.25,1156818,65.45106506,51.12055969,NA,NA,NA,NA,NA,NA,0.0084058,0.015724801,0.121354401,NA,NA,NA,NA,1434.941895,6.341104031,4593.684082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175325617,0,9.762770743,0.040454831,22629.212890625,20.70748299,NA,0.009476246,0.304923505,NA,0.004207062,0.000572492,0.03,849.794656227,0,0
54,0,66,"BRB","Barbados","Saint Andrew","BB.AN","Parish","Parish"," ",35.9462348069119,NA," ",NA,NA,NA,NA,2,5026.94982147217,139.846352433706,113.393575623631,0.0225571329833612,"BB.AN",NA,0.272108853,0.051521831,NA,NA,0,0,34.27688217,100,1.819505215,1.819505215,4.282969952,NA,NA,NA,NA,1.104195324,NA,0.470270306,NA,0.017028474,NA,5.732266903,NA,NA,NA,17,NA,0,0,0.502702713,0,105.1800578,NA,NA,NA,NA,NA,NA,0.068239534,NA,0.878102078,0,NA,NA,NA,0,0,NA,26.04761905,0.000415844,0.000415844,NA,NA,NA,18,NA,NA,0.593497472,47.7356987,47.7356987,0.00587302,0.00398392,NA,NA,NA,NA,NA,NA,NA,NA,0.027000151,NA,4.21451662,0.006265306,0.321118672,NA,0.006265306,12.35589027,12.35589027,10.47333336,10.906,10.906,NA,NA,3.83e-05,5124.122559,4134,162.7568665,120.6060715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.206235528,3.519093513,NA,NA,3.496287286,0.84460509,1.114314851,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,34.2768821716309,9.114011085,1.851272572,0,0,0.210404402,0.021621624,0.005405406,NA,NA,0,0
127,0,65,"BRB","Barbados","Christ Church","BB.CC","Parish","Parish"," ",62.873452370194,NA," ",NA,NA,NA,NA,NA,51981.8800354004,826.769933506039,2013.97446572781,0.0387437788774908,"BB.CC",NA,0.272108853,0.050101849,NA,NA,0,0,60.03344727,100,0.428992689,0.37494512,38.54380035,NA,NA,NA,NA,1.100134115,NA,0.560062408,162.5413971,0.010089292,NA,5.732266903,NA,NA,NA,17,NA,0,0,0,0.040561624,738.3318286,NA,NA,NA,NA,NA,NA,0.075643497,NA,0.940904001,0,NA,NA,NA,0,0,NA,30.74285714,7.56e-05,6.59e-05,NA,NA,NA,18,NA,2.74463129,0.595545553,11.66368675,10.25721984,0.003758613,0.002635821,0.464173228,NA,NA,NA,NA,NA,NA,NA,0.029213332,NA,4.419324776,0.006639992,0.371667384,NA,0.006639992,4.34824419,3.789570474,10.98431396,2.744,2.392,NA,NA,8.94e-05,53446.0625,45921,877.4765015,764.923584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3.512554979,0.892304541,1.139060623,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.003120125,60.033447265625,3.033376808,2.039796522,0.393135726,0.370324999,0.183180461,0.003120125,0,1,62.8734523702,0,0
55,0,67,"BRB","Barbados","Saint George","BB.GE","Parish","Parish"," ",45.5096066721563,NA," ",NA,NA,NA,NA,2,20939.7140350342,460.116348310378,582.690135717392,0.027827034062762,"BB.GE",NA,0.272108853,NA,NA,NA,27.12499809,0,43.4343605,100,1.819505215,1.819505215,19.51259995,NA,NA,NA,NA,NA,NA,0.967811167,NA,NA,NA,5.732266903,NA,NA,NA,17,NA,0,0,0,0,392.9087877,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,12.67307692,0.000415844,0.000415844,NA,NA,NA,18,NA,3.257337093,NA,47.7356987,47.7356987,NA,NA,0.587795317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.35589027,12.35589027,9.317142487,10.906,10.906,NA,NA,NA,22546.88086,15541,510.1121521,357.8042908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,43.4343605041504,8.928356787,NA,0.03218884,0,NA,0,0,1,45.5096066722,0,0
128,0,68,"BRB","Barbados","Saint James","BB.JM","Parish","Parish"," ",34.6921760012273,NA," ",NA,NA,NA,NA,NA,27715.4629821777,798.896644050153,935.756371736526,0.033762970957341,"BB.JM",NA,0.272108853,0.048856026,NA,NA,0,0,33.09561157,100,1.819505215,1.819505215,40.68429947,NA,NA,NA,NA,1.104195324,NA,0.649025083,NA,0.015551447,NA,5.732266903,NA,NA,NA,17,NA,0,0,0.075208917,0,554.6879706,NA,NA,NA,NA,NA,NA,0.077246211,NA,0.878102078,0,NA,NA,NA,0,0,NA,15.5,0.000415844,0.000415844,NA,NA,NA,18,NA,NA,0.593497472,47.7356987,47.7356987,0.005338984,0.003686362,NA,NA,NA,NA,NA,NA,NA,NA,0.027060176,NA,4.350675256,0.005837013,0.39411199,NA,0.005837013,12.35589027,12.35589027,10.77777767,10.906,10.906,NA,NA,5.37e-05,31653.47266,15746,826.795166,475.7730408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3.592357337,0.84460509,1.114447367,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,33.0956115722656,13.56623348,1.911139022,0.270194978,0.167774454,0.215006223,0.005571031,0,1,34.6921760012,0,0
129,0,69,"BRB","Barbados","Saint John","BB.JN","Parish","Parish"," ",37.4423868245103,NA," ",NA,NA,NA,NA,NA,9180.96733856201,245.202512905828,216.911695748568,0.0236262354226545,"BB.JN",NA,0.272108853,0.048856026,NA,NA,0,0,35.72436905,100,0.428992689,0.255772378,6.935349941,NA,NA,NA,NA,1.104195324,NA,0.808785558,NA,0.013472883,NA,5.732266903,NA,NA,NA,17,NA,0,0,0.149870798,0,152.0232377,NA,NA,NA,NA,NA,NA,0.080091288,NA,0.878102078,0,NA,NA,NA,0,0,NA,26.27659574,7.56e-05,4.45e-05,NA,NA,NA,18,NA,NA,0.593497472,11.66368675,7.15601612,0.004937619,0.003284487,NA,NA,NA,NA,NA,NA,NA,NA,0.033093572,NA,4.318645639,0.007267734,0.319676492,NA,0.007267734,4.34824419,2.557717107,10.2965517,2.744,1.614,NA,NA,5.44e-05,9452.771484,6483,275.633667,181.4727631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3.496287286,0.84460509,1.132976589,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,35.7243690490723,16.83273386,1.916996325,0.007751937,0,0.189965573,0.028423773,0.005167959,NA,NA,0,0
130,0,70,"BRB","Barbados","Saint Joseph","BB.JS","Parish","Parish"," ",25.1558206088201,NA," ",NA,NA,NA,NA,NA,5932.94374847412,235.847752324722,100.302311241627,0.0169059939709395,"BB.JS",NA,0.272108853,0.048856026,NA,NA,0,0,23.99565506,100,1.819505215,1.819505215,5.057889938,NA,NA,NA,NA,1.104195324,NA,0.38671875,NA,0.015238065,NA,5.732266903,NA,NA,NA,17,NA,0,0,0.58203131,0,98.84689283,NA,NA,NA,NA,NA,NA,0.083431264,NA,0.878102078,0,NA,NA,NA,0,0,NA,19.40740741,0.000415844,0.000415844,NA,NA,NA,18,NA,NA,0.593497472,47.7356987,47.7356987,0.005396733,0.003620456,NA,NA,NA,NA,NA,NA,NA,NA,0.033459017,NA,4.278375995,0.007178527,0.335540519,NA,0.007178527,12.35589027,12.35589027,9.859999657,10.906,10.906,NA,NA,4.55e-05,5665.645996,7406,259.6331482,308.6392212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.206439853,5.027742863,NA,NA,3.496287286,0.84460509,1.117477411,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,23.9956550598144,18.16007409,1.862856141,0,0,0.20385587,0.031250004,0,NA,NA,0,0
56,0,71,"BRB","Barbados","Saint Lucy","BB.LU","Parish","Parish"," ",36.4447012150432,NA," ",NA,NA,NA,NA,0,9320.08919525146,255.732352976581,271.182121016085,0.0290965156378816,"BB.LU",NA,0.272108853,0.069800627,NA,NA,0,0,34.73483276,100,1.819505215,1.819505215,11.56189919,NA,NA,NA,NA,1.087630605,NA,0.880319238,NA,0.018022693,NA,5.732266903,NA,NA,NA,17,NA,0,0,0.021276597,0,141.195668,NA,NA,NA,NA,NA,NA,0.043255694,NA,0.734171132,0,NA,NA,NA,0,0,NA,35.69047619,0.000415844,0.000415844,NA,NA,NA,18,NA,NA,0.60424399,47.7356987,47.7356987,0.006076654,0.004176455,NA,NA,NA,NA,NA,NA,NA,NA,0.015657596,NA,4.116400876,0.003705972,0.305273832,NA,0.003705972,12.35589027,12.35589027,12.17000008,10.906,10.906,NA,NA,3.86e-05,9108.795898,6440,271.7944336,185.4046631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3.503470564,0.767260432,1.130286255,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,34.7348327636719,5.000260226,1.869943097,0.018617021,0,0.215429776,0.074468084,0.005319149,NA,NA,0,0
131,0,72,"BRB","Barbados","Saint Michael","BB.MI","Parish","Parish"," ",42.896482593001,NA," ",NA,NA,NA,NA,NA,82141.7400512695,1914.882878175,2832.4093682766,0.0344819742862608,"BB.MI",NA,0.272108853,0.048856026,NA,NA,0,0,40.9475174,100,1.819505215,1.819505215,68.72660065,NA,NA,NA,NA,1.104195324,NA,0.36794582,NA,0.012274071,NA,5.732266903,NA,NA,NA,17,NA,0,0,0,0.004514673,1395.869654,NA,NA,NA,NA,NA,NA,0.083554376,NA,0.878102078,0,NA,NA,NA,0,0,NA,11.63461538,0.000415844,0.000415844,NA,NA,NA,18,NA,NA,0.593497472,47.7356987,47.7356987,0.004416929,0.003069606,NA,NA,NA,NA,NA,NA,NA,NA,0.0316189,NA,4.446359747,0.007082604,0.409176434,NA,0.007082604,12.35589027,12.35589027,10.58571434,10.906,10.906,NA,NA,7.63e-05,81638.875,92064,2071.064209,2248.341553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3.541240978,0.846740388,1.121271446,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,40.9475173950195,9.130652372,1.987818876,0.618510187,0.510141492,0.20104761,0.004514673,0.004514673,1,42.896482593,0,0
132,0,73,"BRB","Barbados","Saint Peter","BB.PE","Parish","Parish"," ",36.0380467324893,NA," ",NA,NA,NA,NA,NA,11338.9006652832,314.636937718959,331.684756875038,0.0292519324991153,"BB.PE",NA,0.272108853,0.062167179,NA,NA,0,0,34.3600502,100,1.819505215,1.819505215,18.36129951,NA,NA,NA,NA,1.117838611,NA,0.940379381,NA,0.017716147,NA,5.732266903,NA,NA,NA,17,NA,0,0,0.01084011,0,202.9047029,NA,NA,NA,NA,NA,NA,0.057641395,NA,0.886339303,0,NA,NA,NA,0,0,NA,25.73170732,0.000415844,0.000415844,NA,NA,NA,18,NA,NA,0.602032876,47.7356987,47.7356987,0.005999331,0.004110895,NA,NA,NA,NA,NA,NA,NA,NA,0.02010102,NA,4.199742928,0.004645462,0.332864003,NA,0.004645462,12.35589027,12.35589027,11.4629631,10.906,10.906,NA,NA,3.81e-05,10740.49805,6238,318.3248291,181.5480499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.412338257,7.020764351,NA,NA,3.53585428,0.840606912,1.118416877,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,34.360050201416,16.25595206,1.85962141,0.043360438,0,0.217002839,0.005420055,0,NA,NA,0,0
57,0,74,"BRB","Barbados","Saint Philip","BB.PH","Parish","Parish"," ",65.859362292708,NA," ",NA,NA,NA,NA,1,32485.5896759033,493.256972813114,897.473171800375,0.0276268087097735,"BB.PH",NA,0.272108853,0.048969775,NA,NA,26.85833549,0,62.85965347,100,0.428992689,0.024032219,19.64719963,NA,NA,NA,NA,1.109917297,NA,0.774814785,NA,0.011099021,NA,5.732266903,NA,NA,NA,17,NA,0,0,0.011851853,0.020740742,411.416728,NA,NA,NA,NA,NA,NA,0.073298933,NA,0.878102078,0,NA,NA,NA,0,0,NA,37.87671233,7.56e-05,2.82e-06,NA,NA,NA,18,NA,3.002326488,0.593497472,11.66368675,1.125497502,0.004198804,0.002815998,0.403937012,NA,NA,NA,NA,NA,NA,NA,0.029785956,NA,4.361521819,0.006819472,0.308266553,NA,0.006819472,4.34824419,0.162287674,11.48627472,2.744,0.102,NA,NA,7.21e-05,35836.79297,22766,463.7987671,362.1719055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3.496038532,0.866872248,1.149117945,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,62.8596534729004,20,1.992150196,0.161481485,0.145361945,0.176312104,0.031111112,0,1,65.8593622927,0,0
133,0,75,"BRB","Barbados","Saint Thomas","BB.TH","Parish","Parish"," ",35.4293681377496,NA," ",NA,NA,NA,NA,NA,14873.4967346191,419.806999571398,444.167480945587,0.0298630166712415,"BB.TH",NA,0.272108853,NA,NA,NA,0,0,33.80233002,100,1.819505215,1.819505215,16.40789986,NA,NA,NA,NA,NA,NA,0.866295278,NA,NA,NA,5.732266903,NA,NA,NA,17,NA,0,0,0.077994436,0,312.6023808,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,11.85365854,0.000415844,0.000415844,NA,NA,NA,18,NA,NA,NA,47.7356987,47.7356987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.35589027,12.35589027,9.860713959,10.906,10.906,NA,NA,NA,15475.33691,9015,431.5669861,266.6976013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.206565738,3.569475174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.005571031,33.8023300170898,13.59023211,NA,0.050139278,0,NA,0,0,1,35.4293681377,0,0
65,0,83,"BOL","Bolivia","Cochabamba","BO.CB","Departamento","Department","LAC",59453.5795112328,2015,"subnatid1",0.2732326,0.1796461,0.1720161,NA,1.05287009063444,1860953.00688857,31.3009413762374,71609.1350123174,0.0384798190750903,"BO.CB",74.40000153,0.128848791,NA,17.29999924,106.7828445,17.60441208,0.008606565,44165.16406,80.94562531,1.872818947,0.296455916,0.446989,24.60000038,6,NA,48.29199982,NA,32.70000076,0.075579427,NA,NA,20,23.67032051,20.39999962,67.58499908,3.799999952,13.74636078,28.60000038,27858.94727,0.510596991,0.520595074,0.237920791,8261.534697,0.026000001,NA,NA,34.58499908,66.69999695,0.114,NA,45,NA,0,0.773359835,86.90000153,97.58499908,5.27392292,1469.259399,73.16899872,835.9321623,0.000211021,2.47e-05,0.226640165,105,79,49.13999939,0.104999997,3.090850872,NA,27.18628311,2.83240968,NA,NA,0.562451532,454,8650,134855.2969,1622892.75,252710.5781,506616.3125,2,NA,5,NA,NA,NA,NA,NA,29.07593727,3.452671253,6.29794693,25.527,2.893,70.16899872,NA,NA,1984101.875,1539363,31.54356956,28.21334839,23.29999924,8.300000191,75.90000153,1.299999952,2.5,16.79999924,0.072731301,0.136294007,0.273232609,43.84999847,34.70000076,6.697999954,1.700000048,21027.25977,38.53862762,3383.133057,11.89999962,NA,NA,NA,49.79999924,NA,NA,11.60000038,NA,NA,NA,NA,0.110035807,0,3.245352681,0.034016185,54561.515625,8.331838565,NA,0.007436594,0.183167592,NA,0.002304792,0.00350489,0.0696969696969697,4143.73432956849,0.555237289238982,33010.844323353
