"OBJECTID","Join_Count","TARGET_FID","ISO","NAME_0","NAME_1","HASC_1","TYPE_1","ENGTYPE_1","Region","Area","year_sur","level_sur","poor_ppp55","sh_b40","sh_t60","Violence","Dis_risk","Pop","Pop_dens","VIIRS","VIIRS_dens","CountryCode","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y13","y15","y16","y17","y18","y20","y21","y22","y23","y24","y25","y26","y27","y30","y31","y32","y33","y34","y35","y36","y40","y41","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y59","y60","y61","y69","y70","y71","y72","y73","y74","y75","y82","y83","y84","y85","y86","y87","y88","y89","y92","y102","y104","y106","y108","y109","y110","y111","y112","y113","y114","y115","y116","y117","y118","y119","y120","y121","y122","y123","y124","y125","y126","y127","y128","y129","y130","y131","y132","y133","y138","y149","y155","y158","y161","y162","y163","y164","y165","y166","y167","y183","y184","y185","y186","y187","y192","y194","y195","y196","y197","y198","y199","y200","y201","y202","y203","y207","y208","y209","y210","y211","y229","y230","y231","risk_perc","risk_area","bio_perc","bio_area"
410,0,435,"PAN","Panama","Ngšbe BuglŽ","PA.NB","Comarca Ind’gena","Indigenous Territory","LAC",6757.73991615828,2015,"subnatid1",0.8837325,0.1213618,0.0026216,NA,2.01351351351351,179355.053242326,26.5406860085683,54.4909955002367,0.000303816338124659,"PA.NB",NA,0.157562345,0.065952838,NA,160.5124969,24.21666718,0.000298418,6648.011719,100,0.244651794,0.201712742,0.00624263,NA,NA,NA,NA,1.044883935,NA,0.164599076,NA,0.441921508,NA,19.93428612,NA,NA,NA,9.903141022,NA,5798.583008,0.872228146,0.814255893,0.009961491,79.42534755,0.093503244,NA,NA,NA,NA,NA,0.059971752,NA,0.763164596,0,0.946428597,NA,NA,2.337237358,135.5266418,NA,637.2024878,1.22e-05,9.62e-06,0.053571429,NA,NA,43.48299408,NA,3.318405509,0.316489304,4.46645689,3.819819093,0.052677345,0.06916823,0.649845323,NA,NA,41766.91016,190686.25,118455.9141,170748.6094,NA,0.03900364,NA,3.75772548,0.02028098,0.224318978,NA,0.02028098,2.086917639,1.69469887,4.074685574,1.757,1.426,NA,NA,0.015665975,225774.3281,126649,24.65113831,19.05065918,NA,NA,NA,NA,NA,NA,0.216170296,0.613084614,0.883732498,88.69999695,NA,NA,NA,934.7301636,14.06029701,4482.812988,NA,3.629417018,0.842180001,0.974144157,NA,NA,NA,NA,NA,NA,NA,NA,0.005769422,0,58.00896065,0,6648.01171875,2.666666667,1.444426494,9.95e-05,0.000206911,0.080296101,0.004391014,0.000625258,0.41025641025641,2772.40611945026,0.730287398673545,4935.09230428486
412,0,437,"PAN","Panama","Panam‡","PA.PN","Provincia","Province","LAC",9010.22696055062,2015,"subnatid1",0.0479748,0.2288776,0.481291,NA,1.24528301886792,1424322.03051578,158.07837435748,37623.499871958,0.0264150234749467,"PA.PN",NA,0.058306091,0.117048474,NA,108.0250015,26.42916489,0.000309773,8844.107422,100,3.03585887,1.585583143,2.040499926,NA,NA,NA,NA,0.957932577,NA,0.266030759,158.9165955,0.233651826,NA,19.56334305,NA,NA,NA,6.675877094,NA,7012.546875,0.792906106,0.621703386,0.002211137,12232.79608,NA,NA,NA,NA,NA,NA,0.071586937,NA,1.018844909,0,0.776119411,NA,NA,5.842469692,409.7059326,NA,311.8561815,0.000213108,0.000109659,0.223880604,NA,NA,16.88435364,NA,2.428075702,0.418432575,92.83972168,48.95300698,0.024223501,0.424077979,0.612946486,NA,NA,9136.710938,779417.5,21093.88477,68221.79688,1,0.02139087,NA,4.083557429,0.012912967,0.287178914,NA,0.012912967,30.887043,16.2484656,5.001362324,24.555,12.978,NA,NA,0.019978908,1548228.25,1084208,146.3560944,122.5910034,NA,NA,NA,NA,NA,NA,0.0064251,0.0148336,0.047974799,14.60000038,NA,NA,NA,1827.001953,20.65784454,13332.86035,NA,3.899260521,0.783902798,0.951420956,NA,NA,NA,NA,NA,NA,NA,NA,0.017678415,0,15.34930528,3.2e-05,8844.107421875,8.711538462,1.543543616,0.017592961,0.436596423,0.287581989,0.046049334,0.028392281,0.0476190476190476,429.058426692857,0.903654485049834,8142.13200421794
411,0,436,"PAN","Panama","Panam‡ Oeste","PA.PO","Provincia","Province","LAC",3119.0837994801,2015,"subnatid1",0.0788426,0.1056497,0.168591,NA,2.05882352941176,534204.780631393,171.269775028307,17632.5699365847,0.0330071361692874,"PA.PO",NA,0.091146044,0.373869056,NA,NA,26.87299919,0.000493325,3065.686768,100,3.03585887,1.037353788,2.935369968,NA,NA,NA,NA,1.339182419,NA,0.472759247,166.3794708,0.254551703,NA,14.75841236,NA,NA,NA,8.494322777,NA,1813.116821,0.591422737,0.392963976,0.001048315,5171.542993,0,NA,NA,NA,NA,NA,0.157820769,NA,0.925498126,0,0.90625,NA,NA,6.29881382,114.2048569,NA,94.47868217,0.000213108,6.54e-05,0.09375,NA,NA,20.12244987,NA,2.465126152,0.588705637,95.00157928,31.37269385,0.031212156,0.542367265,0.606709318,NA,NA,6277.340332,339014.1563,14909.28223,42421.02734,NA,0.049752066,NA,5.778777945,0.030167554,0.684664958,NA,0.030167554,30.887043,9.775030915,3.830174923,24.555,8.003,NA,NA,0.029307799,585797.9375,463855,159.7510986,151.3054047,NA,NA,NA,NA,NA,NA,0.0116669,0.02771,0.078842603,NA,NA,NA,NA,171.4338226,5.592020035,13332.86035,NA,3.838209728,0.644183359,0.888692447,NA,NA,NA,NA,NA,NA,NA,NA,0.042086765,0,7.600471627,9.25e-05,3065.68676757812,27.61764706,1.548234647,0.020657973,0.12128979,0.671244047,0.048068326,0.02182962,0.34375,1072.18505607125,0.932,2906.98610111536
408,0,433,"PAN","Panama","Kuna Yala","PA.SB","Comarca Ind’gena","Indigenous Territory","LAC",2569.87424852605,2015,"subnatid1",0.0479748,0.2288776,0.481291,NA,0.65625,275.247298248112,0.107105356772216,2.24719434604049,0.00816427394689568,"PA.SB",NA,0.09197738,0.032280165,NA,89.34999847,27.06666565,0,2383.340576,94.54212189,1.126148224,0.137769979,0.0211333,NA,NA,NA,NA,0.892588067,NA,0.003104312,164.1753235,0.033509676,NA,23.02677917,NA,NA,NA,7.93985796,NA,2466.688232,0.978483558,0.960728586,7.48e-05,25.57267253,NA,NA,NA,NA,NA,NA,0.020693243,NA,0.028655079,0,1,NA,NA,0.804834127,19.85274887,NA,498.9225328,0.000337735,3.05e-05,0,NA,NA,22.26690102,NA,1.941635149,0.219558246,10.17950821,1.844687798,0.015617863,0.001580541,0.566835395,NA,NA,7993.39209,33149.16406,18099.69141,26997.06836,NA,0.006100584,NA,3.50820041,0.001972066,0.244792289,NA,0.001972066,9.738451958,1.357871326,4.000157356,7.573,0.972,NA,NA,0.000234881,33869.18359,27991,13.56507587,11.10344315,NA,NA,NA,NA,NA,NA,0.233823195,0.529453278,0.78971988,81,NA,NA,NA,971.3268433,38.53050232,NA,NA,3.969411441,0.916405071,0.937688458,NA,NA,NA,NA,NA,NA,NA,NA,0,0,51.14930391,0,2520.9296875,0.8,1.654507513,0.000336612,0.000281956,0.269122293,0.023114037,0.012641657,NA,NA,0.875848690591659,2250.82099556022
413,0,438,"PAN","Panama","Veraguas","PA.VR","Provincia","Province","LAC",11128.4027537294,2015,"subnatid1",0.2589852,0.084016,0.0457057,NA,1.75572519083969,261434.719565511,23.4925645082263,4038.70839882642,0.0154482480580181,"PA.VR",NA,0.092869192,0.046381284,NA,148.7716675,26.12499809,0.000465734,10979.43652,100,0.716591835,0.357845005,0.24387899,NA,NA,NA,NA,0.771721519,NA,0.480076879,177.0654755,0.369976934,NA,15.50442696,NA,NA,NA,5.718760967,NA,7397.37207,0.673747897,0.455487847,0.016568055,1885.986803,0,NA,NA,NA,NA,NA,0.057878248,NA,NA,0,0.855769217,NA,NA,5.01716423,371.1383057,NA,407.9952695,4.32e-05,1.87e-05,0.144230768,NA,NA,36.19727707,NA,2.681854787,0.19272142,32.87603378,15.72745056,0.038115945,0.430793099,0.632927712,NA,NA,2648.042725,206506.7031,21266.53711,64487.375,NA,0.027168519,NA,3.905585247,0.019127659,0.356276227,NA,0.019127659,13.81463528,6.196505511,5.015386581,11.656,5.258,NA,0.022010224,0.029140912,254490.1406,201714,21.99197197,18.37198067,NA,NA,NA,NA,NA,NA,0.0106347,0.085407697,0.258985192,41.40000153,NA,NA,NA,2117.519287,19.28623009,3621.136963,NA,3.041351618,0.581220396,0.95783219,NA,NA,NA,NA,NA,NA,NA,NA,0.011125867,0,25.78552953,0,10979.4365234375,14.30708661,1.129993581,0.001561071,0.026888238,0.356515354,0.007451744,0.02726269,0.188976377952756,2103.0052447937,0.827863362357669,9212.79692134843
432,0,457,"PER","Peru","Amazonas","PE.AM","Regi—n","Region","LAC",39814.5882796886,2015,"subnatid2",0.4467589,0.0238106,0.0076212,NA,1.00646551724138,433947.862840503,10.8992176383218,1710.98896035552,0.00394284453702769,"PE.AM",64,0.266190916,NA,27.70000076,155.9111176,21.66597176,5.51e-05,27391.77344,68.90170288,0.754616976,0.284294313,0.054743502,11.30000019,5.5,NA,60.29199982,NA,73.69999695,0.042927973,NA,NA,21.79999924,35.51311111,40.5,65.90000153,3.299999952,14.15581799,67.59999847,34908.33984,0.878089905,0.89530766,0.002594074,1207.456051,NA,64.5,78.66899872,63.90000153,68,0.071999997,NA,42,NA,0,0.965217412,90.5,NA,1.554675579,542.7114258,67.90000153,1253.265138,5.73e-05,1.91e-05,0.034782607,22,18,12.25,0.096000001,3.914288274,NA,4.465209484,1.644136076,NA,NA,0.629226849,107,NA,23095.36719,374845.5313,78377.88281,180021.8594,NA,NA,5.099999905,NA,NA,NA,NA,NA,6.857447624,2.735017973,10.69399929,5.51,2.025,67,NA,NA,409004.125,377481,9.918273926,9.49521637,22.89999962,5.599999905,81.58499908,8,2.098999977,28.10000038,0.057315599,0.194509804,0.446758896,NA,27.29199982,6.5,0.200000003,10768.01465,27.08603477,3572.089111,5.199999809,NA,NA,NA,18.79999924,NA,NA,4.300000191,38.40000153,NA,NA,NA,0.049883828,0,18.49708664,0.000167669,39754.859375,4.570498915,NA,0.001010803,0.003980488,NA,0.005032456,0.003020432,0.0065359477124183,260.226067187582,0.701495779543198,27929.7656424596
433,0,458,"PER","Peru","Ancash","PE.AN","Regi—n","Region","LAC",36876.3404591279,2015,"subnatid2",0.2694477,0.046192,0.0312129,NA,1.21140142517815,1185911.96885431,32.1591555476802,21158.1915421598,0.017841283415497,"PE.AN",89.58499908,0.165939346,0.00848828,8.300000191,65.10448456,13.91666698,0.143971473,16564.95313,45.85806656,1.383320451,0.537223607,0.235020995,9,1.600000024,NA,79.90000153,0.826168643,53.40000153,0.037674606,NA,0.245687734,10.60000038,44.37738419,8.100000381,85.80000305,2.799999952,6.91803503,50.20000076,846.1166992,0.023423716,0.152959883,0.265631169,8876.394008,NA,41.58499908,67.08499908,50.40000153,40.20000076,0.055,0.112609316,39.20000076,0.388615504,0,0.993569136,93.30000305,NA,0.91211158,7.717528343,86.16899872,458.856572,0.000103408,4.35e-05,0.006430868,29,22,12.83333302,0.044,1.553270688,0.32485115,7.844835758,5.234789206,0.063311133,0.643381398,0.285756026,163,NA,25278.31445,1019803.563,107282.1094,300597.7188,NA,0.055532377,2.799999952,3.669271262,0.013903102,0.127135634,NA,0.013903102,12.74586105,5.097518655,5.076494694,11.584,4.5,86,0.002698011,0.016667462,1112867.25,972070,30.54215813,26.91058159,11.30000019,1.299999952,92.08499908,6.5,1.799999952,12.60000038,0.022658801,0.0961648,0.269447714,NA,24.5,3.098999977,0.300000012,5651.461914,15.64538765,6866.382813,6.599999905,1.867770926,0.745090077,0.804394517,13.89999962,NA,NA,1.600000024,36.70000076,NA,NA,NA,0.293092608,0.022635579,13.60880681,0.077971049,36122.22265625,26.79107981,0.821034819,0.00321724,0.008456077,0.113529736,0.001919376,0.000927045,0.0487238979118329,1796.75904789118,0,0
434,1,459,"PER","Peru","Apur’mac","PE.AP","Regi—n","Region","LAC",22411.0635759375,2015,"subnatid2",0.437344,0.0257879,0.0079854,4,1.39763779527559,470927.615404129,21.0131756490914,7822.22541007027,0.0166102499709166,"PE.AP",76.16899872,0.174505413,NA,19.70000076,35.46071625,9.682143211,0.01394861,21002.24805,98.94004822,0.704678893,0.41360344,0.120735005,11.89999962,3.700000048,NA,88.16899872,NA,78.59999847,0.119105056,NA,NA,12,43.01977539,18.20000076,82.66899872,3,16.81784248,78.19999695,1181.378906,0.055653889,0.135116249,0.490215868,1227.227954,NA,70.90000153,85.90000153,78,67.59999847,0.054000001,NA,39.5,NA,0,0.995884776,84.08499908,NA,1.89778769,22.42006302,90.66899872,403.6356412,6.5e-05,3.71e-05,0.004115226,32,26,14.58333302,0.090999998,1.49271471,NA,8.926409721,5.571926968,NA,NA,0.385480035,124,NA,15371.23242,390341.8125,70953.28125,180896.125,NA,NA,3.799999952,NA,NA,NA,NA,NA,7.105643749,4.662514244,6.513169289,5.742,3.61,86.90000153,NA,NA,406047.3438,382367,19.59334373,18.01302719,23.10000038,3.099999905,90.08499908,10.19799995,0.800000012,20.29999924,0.0371623,0.171540394,0.437344015,NA,27.79199982,4.598999977,0.300000012,958.1727905,4.513881207,2381.738037,11.69999981,NA,NA,NA,23.10000038,NA,NA,5.300000191,48.08499908,NA,NA,NA,0.206650928,0.001752316,1.593736621,0.030977976,21227.248046875,25.872,NA,0.00064237,0.003197817,NA,0.001232302,0.000358329,0.0393700787401575,882.325337633858,0,0
435,0,460,"PER","Peru","Arequipa","PE.AR","Regi—n","Region","LAC",68345.5094493715,2015,"subnatid2",0.0843783,0.020932,0.0539775,NA,0.493472584856397,1297344.41079954,18.9821455901294,43079.9003102072,0.0332062172169513,"PE.AR",96.58499908,0.26688239,0.001494512,1,19.82500076,11.10166645,0.449077308,19877.50977,31.2345295,2.402952433,0.314377465,0.220860004,4.699999809,0.800000012,NA,71.30000305,0.612217376,11,0.013420502,NA,0.277595456,11.10000038,64.59489441,2.599999905,89.16899872,2.5,6.567242622,17.39999962,26.70423126,0.000419617,0.002129068,0.119086169,13012.5834,NA,10.80000019,31.70000076,10.19799995,27.20000076,0.024,0.093120188,38,0.795936063,0,0.993421078,96.90000153,NA,4.115627289,1.099046588,82.66899872,446.4069333,0.000302696,3.1e-05,0.006578947,13,10,17.5,0.009,0.861722186,0.28829721,17.21545792,4.522395384,0.06590969,0.690687689,0.146914291,25,NA,8362.473633,1066603.125,25001.80469,114307.9219,NA,0.047644114,1.5,2.826219508,0.017029103,0.149524177,NA,0.017029103,22.57473183,2.946951117,3.871963501,20.438,2.666,85.66899872,0.00291867,0.012920845,1477160,1086692,19.55914116,17.075737,2.299999952,0.200000003,91.16899872,5.400000095,5.300000191,6.5,0.0061729,0.0184555,0.084378302,NA,9.100000381,1.399999976,0,13842.3418,21.75116539,10079.87988,2.799999952,2.350285141,0.57600247,0.942938717,14.30000019,NA,NA,0.300000012,35.29199982,NA,NA,NA,0.176063672,0.007315149,1.879241787,0.22630854,63639.5390625,23.96233766,0.700799805,0.002958725,0.178497776,0.090494323,0.003555674,8.53e-05,0.00260078023407022,177.751650063459,0,0
436,18,461,"PER","Peru","Ayacucho","PE.AY","Regi—n","Region","LAC",46292.8600969401,2015,"subnatid2",0.4652007,0.039288,0.0119732,36,1.08522727272727,693945.939575925,14.990344906812,8240.58739930764,0.0118749702669109,"PE.AY",84.30000305,0.10561984,NA,18.60000038,20.35833359,10.0172224,0.072968259,27472.73242,62.70204926,0.829109371,0.230918707,0.109945007,14.10000038,2.799999952,NA,62.90000153,NA,71.69999695,0.055673383,NA,NA,10.89999962,53.16707611,12.10000038,76.30000305,3.098999977,11.9782877,67.19999695,3867.180664,0.088262118,0.120947734,0.332395673,2675.438251,NA,59.70000076,73.16899872,69,50,0.050999999,NA,40.29999924,NA,0,1,84.58499908,NA,2.861982346,110.6780243,85.90000153,638.6687555,9.35e-05,2.07e-05,0,20,16,10.5,0.071000002,1.444170582,NA,9.032380104,4.555745173,NA,NA,0.302109019,167,NA,51162.83594,672037.125,168522.9688,328254.1563,NA,NA,5.099999905,NA,NA,NA,NA,NA,7.440576077,2.478338476,7.73397398,6.581,1.908,80.80000305,NA,NA,749430.5,609226,15.03326702,13.90459442,17.5,3.5,91.16899872,14.89599991,1.200000048,19.29999924,0.072507799,0.238830194,0.465200692,NA,25.70000076,5.098999977,0.400000006,2039.42688,4.654660702,3446.522949,8.899999619,NA,NA,NA,23.20000076,NA,NA,4.099999905,42.20000076,NA,NA,NA,0.273625702,0.000592653,1.93660049,0.139978245,43814.7265625,24.44676806,NA,0.000702717,0.038509447,NA,0.002868016,0.000247644,0.015180265654649,702.73791418444,0,0
437,0,462,"PER","Peru","Cajamarca","PE.CJ","Regi—n","Region","LAC",33319.6426765877,2015,"subnatid2",0.5517206,0.0910907,0.0218055,NA,1.42487046632124,1580516.00602236,47.4349626544143,14207.2357978448,0.00898898571334291,"PE.CJ",70.30000305,0.255532146,NA,19.89999962,77.77884674,17.65641022,0.002269539,32791.625,99.02522278,1.250437856,0.884675455,0.207186997,11.89999962,5.400000095,NA,78.66899872,NA,74.59999847,0.233773962,NA,NA,19.89999962,44.3866539,30.5,72.5,3,11.68405628,65.90000153,11519.00488,0.347854674,0.419101447,0.0588875,6307.920203,NA,62.5,78.5,70.16899872,54.09999847,0.064999998,NA,41.29999924,NA,0,0.991758227,89.58499908,NA,2.395610332,275.95047,80.30000305,450.14756,0.000116689,7.22e-05,0.008241759,39,30,18.08333397,0.089000002,2.95306119,NA,10.4127121,6.637164107,NA,NA,0.489454028,331,NA,152607.9688,1367733.375,444626.5313,806770.25,NA,NA,2.799999952,NA,NA,NA,NA,NA,13.76980114,8.402006626,5.16395998,12.326,7.158,76.80000305,NA,NA,1463166.375,1294793,43.61473846,39.10058212,21.70000076,4.400000095,85.80000305,12.5,5.300000191,23.89999962,0.104363002,0.304063797,0.551720619,NA,34.90000153,3.400000095,0,1994.69397,6.023642063,3835.829102,8.699999809,NA,NA,NA,15.89999962,NA,NA,3.400000095,27.60000038,NA,NA,NA,0.2589598,0,7.798324337,0.020856228,33114.41796875,28.70801034,NA,0.003511903,0.012899518,NA,0.000591056,0.00204861,0.041025641025641,1366.95969955282,0.000111590537122452,3.71815682300997
438,0,463,"PER","Peru","Callao","PE.CL","Provincia","Province","LAC",167.999822518613,2015,"subnatid2",0.0435838,0.0142248,0.0444257,NA,0,811630.419891357,4831.13855552696,23133.9208101332,0.0285030233504923,"PE.CL",98.80000305,0,0.08684129,0.800000012,NA,19.88333321,0.309744775,0,0,11.00561619,10.70761631,39.99729919,3,0.699999988,NA,74.66899872,1.11441655,4.099999905,0.001160093,NA,0.203172439,4.699999809,13.63564777,0.100000001,81.80000305,2.098999977,6.264957428,6.099999905,0,0,0,0.001740139,7543.196324,NA,7.197999954,13.10000038,2.900000095,16.20000076,NA,0.254327062,NA,1.005999485,0,NA,98.58499908,NA,0,0,79.30000305,16.10638298,0.001188396,0.000991176,NA,17,13,5.833333492,0,NA,0.662081809,63.16103745,37.16562763,0.04242289,0.691173082,0.074015751,0,NA,980.088501,794822.25,12400.73438,45302.76953,NA,0.053664371,2.799999952,4.284662399,0.014393803,0.359412787,NA,0.014393803,102.420433,101.1821822,4.524021626,95.606,93.075,80.5,0.00250664,0.010469989,1224486.125,738873,5519.776855,4565.77832,0,0,93.66899872,3.700000048,2.598999977,2.099999905,0.0009429,0.0119302,0.043583799,NA,5.5,1.5,0.600000024,14.54791164,8.989709854,11402.99023,0.200000003,1.701685846,0.716321539,0.838762648,NA,NA,NA,0,39,NA,NA,NA,0.098607883,0,0.13940604,0.076566122,161.828491210938,40.75,0.79968077,0.477958202,0.27246353,0.202278748,0.034222737,0,0.666666666666667,111.999881679333,0,0
439,6,464,"PER","Peru","Cusco","PE.CS","Regi—n","Region","LAC",76207.801778452,2015,"subnatid2",0.3082743,0.055532,0.0347506,12,1.26712328767123,1354662.26232916,17.7758999828833,25739.0287420563,0.0190003290545656,"PE.CS",80.58499908,0.087871984,NA,14,81.29734802,13.65643978,0.004617007,57756.95703,79.46851349,1.209747791,0.304065133,0.151797995,13.19999981,1.899999976,NA,80.30000305,NA,63.90000153,0.037386868,NA,NA,12.10000038,29.2263279,17.5,91.30000305,2.299999952,18.37606239,61.40000153,36630.58203,0.504004717,0.546648502,0.292634994,7135.734338,0.035915598,59.58499908,73.08499908,60.90000153,43.90000153,0.045000002,NA,39,NA,0,0.977777779,87.40000153,NA,1.162202358,425.7214966,91.80000305,956.0044845,0.000157641,2.63e-05,0.022222223,26,23,14.58333302,0.061999999,2.849813278,NA,12.28687191,3.35074821,NA,NA,0.527558397,211,17202,42933.1875,1142451.625,174157.5625,392104.0625,1,NA,3.5,NA,NA,NA,NA,NA,14.89724636,3.193008943,29.9903698,12.172,2.457,91.58499908,NA,NA,1307077.375,1062304,16.92770195,14.61637211,15.80000019,2.5,92.16899872,21.70000076,2.200000048,19.29999924,0.0337543,0.136923596,0.308274299,NA,20.60000038,4.800000191,0.800000012,24062.7832,33.10828018,4987.916992,9.800000191,NA,NA,NA,22.29999924,NA,NA,3.5,50.08499908,NA,NA,NA,0.094291963,0.008774235,8.750167369,0.009832111,72679.046875,14.1583815,NA,0.00184168,0.073396012,NA,0.003475883,0.000496921,0.0356731875719217,2718.57520728826,0.506789283224329,38621.2972394277
440,4,465,"PER","Peru","Hu‡nuco","PE.HC","Regi—n","Region","LAC",38099.0972638409,2015,"subnatid2",0.4706715,0.0457786,0.0162962,9,1.56818181818182,879009.088773407,23.0716513487488,4349.064240098,0.00494768972885912,"PE.HC",72.58499908,0.161121547,NA,22.39999962,65.93717957,18.83525658,0.000315968,23678.53906,63.45007324,1.154215932,0.435724761,0.080651402,17.39999962,3.700000048,NA,78.5,NA,63.90000153,0.063410945,NA,NA,33.09999847,28.86441803,27,71.16899872,3,13.29691124,61.90000153,22882.0957,0.613158882,0.709633291,0.149432555,2158.888304,0.026000001,61.29199982,74.5,59.40000153,61.70000076,0.068000004,NA,41.90000153,NA,0,0.943722963,83.90000153,NA,8.43861866,1930.932861,81.90000153,856.740201,0.000114697,3.48e-05,0.056277055,30,21,13.41666698,0.111000001,3.284374016,NA,9.4773283,3.811399167,NA,NA,0.550385964,250,5012,49054.22656,764565.125,167352.875,391586.7813,NA,NA,4.5,NA,NA,NA,NA,NA,10.54237366,3.957510938,5.000722408,9.351,3.346,76.80000305,NA,NA,853320.6875,669066,21.53050804,17.92859268,26.60000038,6.900000095,78.08499908,8.895999908,5.098999977,22.70000076,0.058961201,0.201151401,0.470671505,NA,29,4.800000191,0.600000024,4695.391113,12.58197975,2557.089111,9.399999619,NA,NA,NA,16.60000038,NA,NA,4.400000095,26,NA,NA,NA,0.069512919,0.001233538,21.33447929,0.000187053,37318.37890625,14.14705882,NA,0.00060413,0.008974784,NA,0.004084832,0.001584895,0.11264367816092,4291.62245040506,0.535529504224245,20403.1906690741
441,0,466,"PER","Peru","Huancavelica","PE.HV","Regi—n","Region","LAC",23258.2078399485,2015,"subnatid2",0.6086001,0.032427,0.0052806,NA,1.08076923076923,506864.192912608,21.7929169951785,4275.6722189635,0.00843553811602687,"PE.HV",75.5,0.159020334,NA,19.79999924,14.23611164,8.211111069,0.020600619,16634.11914,74.87352753,0.786543548,0.390520476,0.0696247,20.29999924,5.800000191,NA,79.16899872,NA,83,0.076645374,NA,NA,19.5,33.56439972,23,88,3.098999977,12.66400433,77.80000305,860.8760986,0.038749773,0.072351657,0.408662111,1947.172975,NA,70.08499908,84.66899872,81,64,0.063000001,NA,40.20000076,NA,0,1,84.80000305,NA,1.742219806,14.99835396,88.66899872,604.2366326,7.73e-05,3.3e-05,0,32,23,19.83333397,0.122000001,1.333798095,NA,7.772465706,5.330744902,NA,NA,0.33026303,161,NA,54558.36719,504415.75,151317.5,313635.3438,1,NA,6.599999905,NA,NA,NA,NA,NA,6.778501987,3.357296864,6.155896187,5.947,3,88.40000153,NA,NA,549501.5,410086,21.85017776,18.45879936,30.20000076,5.900000095,87,17.79199982,2.799999952,21,0.105868898,0.293627113,0.60860008,NA,47.5,10.89599991,1.100000024,0,0,3503.37207,9.199999809,NA,NA,NA,22,NA,NA,6.699999809,40.08499908,NA,NA,NA,0.325416803,0.000654121,1.94043529,0.091417611,22216.287109375,27.3509434,NA,0.000423501,0.000322583,NA,0.003585086,0.000243199,0.00754716981132075,175.533644074717,0,0
442,0,467,"PER","Peru","Ica","PE.IC","Regi—n","Region","LAC",22523.6370195683,2015,"subnatid2",0.0472709,0.014673,0.0316202,NA,0.233201581027668,792488.121972322,35.1847315459674,24602.9332704842,0.0310451760579744,"PE.IC",97.08499908,0,0.003438948,2.799999952,2.196428537,16.88928604,0.699640036,88.88157654,0.417413294,1.510935426,0.409881715,0.447278976,5.199999809,2.5,NA,70.30000305,0.546919762,13.69999981,0.041350912,NA,0.224583095,13.69999981,40.36522293,1.5,77.08499908,2.400000095,4.841026306,15.80000019,0.695168078,3.26e-05,0.001479927,0.031618215,7903.35132,NA,14.5,31.79199982,8.197999954,29.60000038,0.017000001,0.064463505,36.29999924,0.985698085,0,1,99,NA,3.71248579,0.025808016,78.30000305,194.2156071,0.000119219,3.04e-05,0,27,25,7.583333492,0.009,1.06837454,0.389860988,5.224295139,3.04272478,0.040550081,0.489203737,0.10622047,20,NA,2257.448975,707093.4375,6466.837891,37894.76172,1,0.034911015,2.099999905,3.07017107,0.013679037,0.198026416,NA,0.013679037,13.77511787,3.809729061,5.567575455,12.558,3.49,77.80000305,0.002339077,0.006982211,839298.1875,730787,35.52851868,34.31984711,2.599999905,0.100000001,87.80000305,6.300000191,3.299999952,7.300000191,0.002816,0.0080669,0.047270902,NA,7.900000095,1.5,0.899999976,4853.618652,22.79398155,8945.240234,3,2.168950615,0.439997391,0.909322267,14.19999981,NA,NA,0.400000006,44.29199982,NA,NA,NA,0.075245604,0,0.238412988,0.143348381,21293.421875,16.44313725,0.779999668,0.003860869,0.055059228,0.15041579,0.002594226,0.00086184,NA,NA,0,0
443,7,468,"PER","Peru","Jun’n","PE.JU","Regi—n","Region","LAC",46481.0899997873,2015,"subnatid2",0.247252,0.0531586,0.037951,17,1.18435754189944,1381434.53058679,29.7203557531271,22432.5375605635,0.0162385817524301,"PE.JU",91.5,0.130132422,NA,7.599999905,41.57381058,16.72678566,0.004105603,29145.89648,64.90348816,1.906746268,0.470740828,0.262147993,10.89999962,3.900000095,NA,73.90000153,NA,43.40000153,0.046398729,NA,NA,13,27.49480629,8.600000381,83.30000305,2.200000048,16.32784653,35.90000153,24483.21289,0.545203984,0.616443276,0.254119694,8878.745791,0.035276189,43.90000153,62.20000076,41.58499908,46.09999847,0.079000004,NA,41.59999847,NA,0,0.956666648,95.58499908,NA,3.287474632,804.8793945,85.16899872,897.1926745,0.064985447,0.004370533,0.043333333,28,26,15.75,0.041999999,3.010619446,NA,13.88083363,3.734053495,NA,NA,0.504960201,132,NA,34208.60938,1279866.75,120992.0859,345864.3438,1,NA,3.299999952,NA,NA,NA,NA,NA,17.71427155,4.587632602,9.736667633,15.77,3.889,84.30000305,NA,NA,1500930.125,1132665,29.11835289,25.22272873,10.10000038,2.299999952,90.58499908,9.600000381,3.098999977,13.60000038,0.0244551,0.086494997,0.247252002,NA,22,2.400000095,0.400000006,12581.85547,28.01788139,5181.53418,5,NA,NA,NA,24.89999962,NA,NA,2.5,49.08499908,NA,NA,NA,0.062020052,0.002837205,2.79795743,0.001875476,44906.51953125,13.54442344,NA,0.001733616,0.041058086,NA,0.009016471,0.001449895,0.0280898876404494,1305.6485955,0.432457278823275,20101.0856980532
